DATA;TIPO_JOIA;TIPO_PEDRA;MARCA;LOCALIZACAO_LOJA;PRECO
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20304
2022-01;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;11160
2022-01;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING A;2649
2022-01;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING A;2620
2022-01;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;14040
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22428
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22176
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18792
2022-01;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;10320
2022-01;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;11781
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;18144
2022-01;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;12948
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20664
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING A;5184
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;2112
2022-01;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5103
2022-01;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;11365
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;17928
2022-01;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;9676
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;7293
2022-01;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;3354
2022-01;PINGENTE;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;4176
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;19008
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;19224
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;10692
2022-01;PINGENTE;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;4368
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;19872
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;11048
2022-01;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;5922
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6270
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7096
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6402
2022-01;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13582
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7318
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6600
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;8665
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;8751
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7613
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6864
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6652
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;26712
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6779
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;2851
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4987
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5033
2022-01;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING B;3729
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13305
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;7458
2022-01;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;15800
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5262
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9952
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7413
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4153
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10210
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10296
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10210
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;1661
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING B;7488
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4083
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5262
2022-01;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING B;13132
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;13424
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;7096
2022-01;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;15384
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;2904
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;12949
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;12830
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;23112
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9094
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6652
2022-01;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;5616
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;2719
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;4667
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;8665
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6336
2022-01;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;3861
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;8408
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;24444
2022-01;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING B;7987
2022-01;PULSEIRA;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;5130
2022-01;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING B;2707
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;2455
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10929
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;5765
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10692
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;19224
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;3097
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;21924
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10216
2022-01;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;13260
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;6209
2022-01;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING B;996
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;3752
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6949
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6864
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;6949
2022-01;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;9840
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;9860
2022-01;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;21168
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING B;3889
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;2270
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;7464
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING B;19008
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;10573
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING B;7722
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING C;582
2022-01;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;12751
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3273
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;2481
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4347
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;6336
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1365
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;11642
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3484
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1408
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4621
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3590
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;12236
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;8923
2022-01;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING C;3528
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;12592
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1712
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;7983
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;8057
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5033
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;9523
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3942
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;7458
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5216
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1840
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1856
2022-01;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2433
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1661
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1904
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING C;7680
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1904
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;4153
2022-01;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;4563
2022-01;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;4524
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING C;736
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;7223
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3977
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5125
2022-01;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2308
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;5033
2022-01;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING C;2267
2022-01;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING C;8985
2022-01;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING C;3595
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3731
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;1478
2022-01;PULSEIRA;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;6589
2022-01;BRINCO;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;8837
2022-01;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING C;3427
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;7465
2022-01;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;7392
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1584
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1568
2022-01;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING C;2910
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING C;3379
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING C;608
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING C;2481
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING C;1488
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;588
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING D;5824
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1440
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1424
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1408
2022-01;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1809
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1376
2022-01;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;1020
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1344
2022-01;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2390
2022-01;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING D;5412
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;518
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;512
2022-01;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;972
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING D;5248
2022-01;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;2490
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;537
2022-01;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;1020
2022-01;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2889
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING D;5568
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;3097
2022-01;BRINCO;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;4072
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;3168
2022-01;ANEL;SEM PEDRA;MARCA NACIONAL;SHOPPING D;1456
2022-01;PINGENTE;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;1104
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;595
2022-01;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING D;6016
2022-01;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING D;20520
2022-01;ANEL;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;3379
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;620
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;627
2022-01;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING D;2534
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;640
2022-01;ANEL;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING D;3030
2022-01;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2937
2022-01;PINGENTE;SEM PEDRA;MARCA NACIONAL;SHOPPING D;659
2022-01;BRINCO;SEM PEDRA;MARCA NACIONAL;SHOPPING D;2163
2022-01;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING D;1478
2022-02;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;12592
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;26964
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;27216
2022-02;PINGENTE;DIAMANTE;MARCA NACIONAL;SHOPPING A;2790
2022-02;PINGENTE;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;1548
2022-02;PINGENTE;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;2930
2022-02;BRINCO;DIAMANTE;MARCA NACIONAL;SHOPPING A;9318
2022-02;COLAR;OUTRAS PEDRAS;MARCA NACIONAL;SHOPPING A;8352
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;28728
2022-02;PINGENTE;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;5520
2022-02;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;25056
2022-02;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;15724
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;29736
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;29988
2022-02;ANEL;DIAMANTE;MARCA NACIONAL;SHOPPING A;7680
2022-02;PINGENTE;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;5712
2022-02;ANEL;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;7788
2022-02;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;4563
2022-02;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;16077
2022-02;COLAR;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;7245
2022-02;BRINCO;SEM PEDRA;MARCA INTERNACIONAL;SHOPPING A;4446
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;28476
2022-02;COLAR;DIAMANTE;MARCA NACIONAL;SHOPPING A;15052
2022-02;COLAR;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;15384
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;27720
2022-02;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING A;3662
2022-02;PULSEIRA;DIAMANTE;MARCA NACIONAL;SHOPPING A;12441
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;26964
2022-02;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;12720
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;26460
2022-02;ANEL;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;12480
2022-02;PULSEIRA;OUTRAS PEDRAS;MARCA INTERNACIONAL;SHOPPING A;12236
2022-02;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;22032
2022-02;PULSEIRA;SEM PEDRA;MARCA NACIONAL;SHOPPING A;2908
2022-02;COLAR;SEM PEDRA;MARCA NACIONAL;SHOPPING A;3360
2022-02;BRINCO;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;15444
2022-02;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;21168
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;24444
2022-02;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20736
2022-02;COLAR;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;23940
2022-02;PULSEIRA;DIAMANTE;MARCA INTERNACIONAL;SHOPPING A;20304
