Data,Tipo_Joia,Tipo_Pedra,Marca,Localizacao_Loja,Preco
2022-02,Anel,Outras Pedras,Marca Nacional,Shopping A,3520.0
2022-02,Anel,Diamante,Marca Internacional,Shopping A,12000.0
2022-02,Brinco,Diamante,Marca Internacional,Shopping A,15600.0
2022-02,Brinco,Outras Pedras,Marca Internacional,Shopping A,8580.000000000002
2022-02,Pingente,Diamante,Marca Internacional,Shopping A,4800.0
2022-02,Colar,Sem Pedra,Marca Nacional,Shopping A,3360.0
2022-02,Pingente,Sem Pedra,Marca Nacional,Shopping B,640.0
2022-02,Pulseira,Diamante,Marca Internacional,Shopping B,21600.0
2022-02,Anel,Outras Pedras,Marca Nacional,Shopping B,3520.0
2022-02,Colar,Outras Pedras,Marca Nacional,Shopping B,7392.0
2022-02,Pulseira,Outras Pedras,Marca Nacional,Shopping B,6336.000000000001
2022-02,Anel,Diamante,Marca Nacional,Shopping B,6400.0
2022-02,Pulseira,Outras Pedras,Marca Internacional,Shopping B,11880.000000000002
2022-02,Anel,Outras Pedras,Marca Internacional,Shopping B,6600.0
2022-02,Anel,Diamante,Marca Internacional,Shopping B,12000.0
2022-02,Anel,Diamante,Marca Internacional,Shopping B,12000.0
2022-02,Anel,Sem Pedra,Marca Internacional,Shopping B,3000.0
2022-02,Pulseira,Sem Pedra,Marca Internacional,Shopping B,5400.0
2022-02,Colar,Sem Pedra,Marca Nacional,Shopping B,3360.0
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Anel,Sem Pedra,Marca Internacional,Shopping B,3000.0
2022-02,Anel,Diamante,Marca Internacional,Shopping B,12000.0
2022-02,Pingente,Sem Pedra,Marca Nacional,Shopping B,640.0
2022-02,Anel,Sem Pedra,Marca Internacional,Shopping B,3000.0
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Colar,Outras Pedras,Marca Internacional,Shopping B,13860.0
2022-02,Pulseira,Outras Pedras,Marca Internacional,Shopping B,11880.000000000002
2022-02,Colar,Sem Pedra,Marca Internacional,Shopping B,6300.0
2022-02,Brinco,Sem Pedra,Marca Internacional,Shopping B,3900.0
2022-02,Pingente,Diamante,Marca Nacional,Shopping B,2560.0
2022-02,Pulseira,Outras Pedras,Marca Nacional,Shopping B,6336.000000000001
2022-02,Brinco,Outras Pedras,Marca Nacional,Shopping B,4576.000000000001
2022-02,Pingente,Diamante,Marca Nacional,Shopping B,2560.0
2022-02,Pulseira,Sem Pedra,Marca Internacional,Shopping B,5400.0
2022-02,Anel,Diamante,Marca Internacional,Shopping B,12000.0
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Anel,Sem Pedra,Marca Internacional,Shopping B,3000.0
2022-02,Anel,Outras Pedras,Marca Internacional,Shopping B,6600.0
2022-02,Anel,Sem Pedra,Marca Internacional,Shopping B,3000.0
2022-02,Pingente,Sem Pedra,Marca Internacional,Shopping B,1200.0
2022-02,Colar,Sem Pedra,Marca Nacional,Shopping B,3360.0
2022-02,Brinco,Outras Pedras,Marca Nacional,Shopping B,4576.000000000001
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Pulseira,Diamante,Marca Internacional,Shopping B,21600.0
2022-02,Pingente,Outras Pedras,Marca Internacional,Shopping B,2640.0000000000005
2022-02,Anel,Outras Pedras,Marca Internacional,Shopping B,6600.0
2022-02,Brinco,Outras Pedras,Marca Internacional,Shopping B,8580.000000000002
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Pingente,Outras Pedras,Marca Nacional,Shopping B,1408.0000000000002
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Pulseira,Outras Pedras,Marca Nacional,Shopping B,6336.000000000001
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Brinco,Diamante,Marca Internacional,Shopping B,15600.0
2022-02,Brinco,Diamante,Marca Nacional,Shopping B,8320.0
2022-02,Pulseira,Diamante,Marca Internacional,Shopping B,21600.0
2022-02,Pulseira,Outras Pedras,Marca Nacional,Shopping B,6336.000000000001
2022-02,Colar,Diamante,Marca Internacional,Shopping B,25200.0
2022-02,Pulseira,Sem Pedra,Marca Nacional,Shopping B,2880.0
2022-02,Colar,Outras Pedras,Marca Nacional,Shopping B,7392.0
2022-02,Pingente,Diamante,Marca Internacional,Shopping B,4800.0
2022-02,Brinco,Sem Pedra,Marca Nacional,Shopping B,2080.0
2022-02,Pingente,Outras Pedras,Marca Internacional,Shopping B,2640.0000000000005
2022-02,Pingente,Diamante,Marca Internacional,Shopping B,4800.0
2022-02,Pulseira,Outras Pedras,Marca Internacional,Shopping B,11880.000000000002
2022-02,Anel,Diamante,Marca Internacional,Shopping B,12000.0
2022-02,Anel,Sem Pedra,Marca Nacional,Shopping B,1600.0
2022-02,Colar,Sem Pedra,Marca Nacional,Shopping B,3360.0
2022-02,Anel,Sem Pedra,Marca Internacional,Shopping B,3000.0
